filename,topic,year,journal
OTe121.txt,0,2019-01-01 00:00:00,Orbis
OTe122.txt,3,2019-01-01 00:00:00,Orbis
OTe123.txt,0,2019-01-01 00:00:00,Orbis
OTe124.txt,7,2019-01-01 00:00:00,Orbis
OTe125.txt,7,2019-01-01 00:00:00,Orbis
OTe126.txt,-1,2019-01-01 00:00:00,Orbis
OTe127.txt,1,2019-01-01 00:00:00,Orbis
OTe128.txt,0,2019-01-01 00:00:00,Orbis
OTe129.txt,0,2019-01-01 00:00:00,Orbis
OTe130.txt,-1,2019-01-01 00:00:00,Orbis
OTe131.txt,-1,2019-01-01 00:00:00,Orbis
OTe132.txt,-1,2019-01-01 00:00:00,Orbis
OTe133.txt,0,2019-01-01 00:00:00,Orbis
OTe144.txt,3,2020-01-01 00:00:00,Orbis
OTe145.txt,5,2020-01-01 00:00:00,Orbis
OTe146.txt,1,2020-01-01 00:00:00,Orbis
OTe147.txt,0,2020-01-01 00:00:00,Orbis
OTe148.txt,1,2020-01-01 00:00:00,Orbis
OTe149.txt,-1,2020-01-01 00:00:00,Orbis
OTe150.txt,1,2020-01-01 00:00:00,Orbis
OTe151.txt,4,2020-01-01 00:00:00,Orbis
OTe152.txt,3,2020-01-01 00:00:00,Orbis
OTe153.txt,4,2020-01-01 00:00:00,Orbis
OTe162.txt,7,2020-01-01 00:00:00,Orbis
OTe163.txt,6,2020-01-01 00:00:00,Orbis
OTe164.txt,4,2020-01-01 00:00:00,Orbis
OTe165.txt,0,2020-01-01 00:00:00,Orbis
OTe166.txt,4,2020-01-01 00:00:00,Orbis
OTe167.txt,3,2020-01-01 00:00:00,Orbis
OTe168.txt,0,2020-01-01 00:00:00,Orbis
OTe169.txt,0,2020-01-01 00:00:00,Orbis
OTe171.txt,0,2020-01-01 00:00:00,Orbis
OTe172.txt,0,2020-01-01 00:00:00,Orbis
OTe173.txt,0,2020-01-01 00:00:00,Orbis
OTe174.txt,0,2020-01-01 00:00:00,Orbis
OTe175.txt,3,2020-01-01 00:00:00,Orbis
OTe176.txt,6,2020-01-01 00:00:00,Orbis
OTe177.txt,6,2020-01-01 00:00:00,Orbis
OTe178.txt,6,2020-01-01 00:00:00,Orbis
OTe179.txt,0,2020-01-01 00:00:00,Orbis
OTe189.txt,4,2021-01-01 00:00:00,Orbis
OTe190.txt,0,2021-01-01 00:00:00,Orbis
OTe191.txt,7,2021-01-01 00:00:00,Orbis
OTe192.txt,0,2021-01-01 00:00:00,Orbis
OTe193.txt,4,2021-01-01 00:00:00,Orbis
OTe194.txt,1,2021-01-01 00:00:00,Orbis
OTe195.txt,6,2021-01-01 00:00:00,Orbis
OTe196.txt,5,2021-01-01 00:00:00,Orbis
OTe197.txt,0,2021-01-01 00:00:00,Orbis
OTe198.txt,6,2021-01-01 00:00:00,Orbis
OTe199.txt,0,2021-01-01 00:00:00,Orbis
OTe200.txt,0,2021-01-01 00:00:00,Orbis
OTe201.txt,4,2021-01-01 00:00:00,Orbis
OTe208.txt,-1,2021-01-01 00:00:00,Orbis
OTe209.txt,4,2021-01-01 00:00:00,Orbis
OTe210.txt,4,2021-01-01 00:00:00,Orbis
OTe211.txt,3,2021-01-01 00:00:00,Orbis
OTe212.txt,7,2021-01-01 00:00:00,Orbis
OTe213.txt,0,2021-01-01 00:00:00,Orbis
OTe214.txt,5,2021-01-01 00:00:00,Orbis
OTe215.txt,5,2021-01-01 00:00:00,Orbis
OTe216.txt,5,2021-01-01 00:00:00,Orbis
OTe217.txt,5,2021-01-01 00:00:00,Orbis
OTe218.txt,5,2021-01-01 00:00:00,Orbis
OTe219.txt,0,2021-01-01 00:00:00,Orbis
OTe220.txt,5,2021-01-01 00:00:00,Orbis
OTe227.txt,5,2022-01-01 00:00:00,Orbis
OTe228.txt,6,2022-01-01 00:00:00,Orbis
OTe230.txt,4,2022-01-01 00:00:00,Orbis
OTe231.txt,1,2022-01-01 00:00:00,Orbis
OTe234.txt,-1,2022-01-01 00:00:00,Orbis
OTe235.txt,-1,2022-01-01 00:00:00,Orbis
OTe236.txt,-1,2022-01-01 00:00:00,Orbis
OTe237.txt,5,2022-01-01 00:00:00,Orbis
OTe243.txt,7,2022-01-01 00:00:00,Orbis
OTe244.txt,8,2022-01-01 00:00:00,Orbis
OTe245.txt,0,2022-01-01 00:00:00,Orbis
OTe246.txt,4,2022-01-01 00:00:00,Orbis
OTe247.txt,0,2022-01-01 00:00:00,Orbis
OTe248.txt,0,2022-01-01 00:00:00,Orbis
OTe249.txt,5,2022-01-01 00:00:00,Orbis
OTe250.txt,7,2022-01-01 00:00:00,Orbis
OTe251.txt,0,2022-01-01 00:00:00,Orbis
OTe252.txt,6,2022-01-01 00:00:00,Orbis
OTe253.txt,1,2022-01-01 00:00:00,Orbis
OTe260.txt,7,2023-01-01 00:00:00,Orbis
OTe261.txt,7,2023-01-01 00:00:00,Orbis
OTe262.txt,0,2023-01-01 00:00:00,Orbis
OTe263.txt,2,2023-01-01 00:00:00,Orbis
OTe264.txt,7,2023-01-01 00:00:00,Orbis
OTe265.txt,1,2023-01-01 00:00:00,Orbis
OTe266.txt,0,2023-01-01 00:00:00,Orbis
OTe267.txt,0,2023-01-01 00:00:00,Orbis
OTe268.txt,4,2023-01-01 00:00:00,Orbis
OTe269.txt,-1,2023-01-01 00:00:00,Orbis
OTe270.txt,0,2023-01-01 00:00:00,Orbis
OTe271.txt,0,2023-01-01 00:00:00,Orbis
OTe275.txt,5,2023-01-01 00:00:00,Orbis
OTe276.txt,4,2023-01-01 00:00:00,Orbis
OTe277.txt,4,2023-01-01 00:00:00,Orbis
OTe278.txt,0,2023-01-01 00:00:00,Orbis
OTe279.txt,1,2023-01-01 00:00:00,Orbis
OTe280.txt,7,2023-01-01 00:00:00,Orbis
OTe286.txt,0,2024-01-01 00:00:00,Orbis
OTe287.txt,0,2024-01-01 00:00:00,Orbis
OTe288.txt,-1,2024-01-01 00:00:00,Orbis
OTe289.txt,0,2024-01-01 00:00:00,Orbis
OTe290.txt,-1,2024-01-01 00:00:00,Orbis
OTe291.txt,6,2024-01-01 00:00:00,Orbis
OTe292.txt,1,2024-01-01 00:00:00,Orbis
OTe293.txt,3,2024-01-01 00:00:00,Orbis
OTe294.txt,1,2024-01-01 00:00:00,Orbis
OTe295.txt,5,2024-01-01 00:00:00,Orbis
OTe296.txt,0,2024-01-01 00:00:00,Orbis
OTe297.txt,6,2024-01-01 00:00:00,Orbis
OTe304.txt,3,2024-01-01 00:00:00,Orbis
OTe305.txt,-1,2024-01-01 00:00:00,Orbis
OTe306.txt,5,2024-01-01 00:00:00,Orbis
OTe307.txt,0,2024-01-01 00:00:00,Orbis
OTe308.txt,1,2024-01-01 00:00:00,Orbis
OTe313.txt,6,2024-01-01 00:00:00,Orbis
OTe314.txt,6,2024-01-01 00:00:00,Orbis
OTe315.txt,0,2024-01-01 00:00:00,Orbis
OTe316.txt,0,2024-01-01 00:00:00,Orbis
OTe317.txt,0,2024-01-01 00:00:00,Orbis
OTe318.txt,4,2024-01-01 00:00:00,Orbis
OTn02-03a01.txt,1,1996-01-01 00:00:00,Orbis
OTn12a01.txt,-1,2006-01-01 00:00:00,Orbis
OTn12a02.txt,0,2006-01-01 00:00:00,Orbis
OTv01n01a05.txt,3,1996-01-01 00:00:00,Orbis
OTv01n01a06.txt,1,1996-01-01 00:00:00,Orbis
